code,manufacturer,description_ko,description_en,summary_ko,summary_en,tts_phrase
P1111,BUICK,흡기 공기 온도(IAT) 센서 회로에센서 간헐적으로 높은 전압이 감지되었습니다.,Intake Air Temperature (IAT) Sensor Circuit Intermittent High Voltage,IAT 센서 고장,Intake Air Temperature (IAT) Sensor Circuit Interm...,흡기 공기 온도 센서의 전압이 갑자기 높아지는 현상이 발생했습니다. 주의가 필요합니다.
P1112,BUICK,흡기 온도(IAT) 센서 회로의 전압이 간헐적으로 낮게 감지되었습니다.,Intake Air Temperature (IAT) Sensor Circuit Intermittent Low Voltage,IAT 센서 오류,Intake Air Temperature (IAT) Sensor Circuit Interm...,흡기 온도(IAT) 센서 회로에센서 전압이 간헐적으로 떨어지는 현상이 발생했습니다.
P1113,BUICK,흡기 공명 스위치오버 밸브 회로,Intake Resonance Switchover Valve Circuit,밸브 회로,Intake Resonance Switchover Valve Circuit,흡기 공명 스위치 오버 밸브의 회로입니다.
P1114,BUICK,엔진 냉각수 온도(ECT) 센서 회로에센서 간헐적으로 전압이 낮게 감지됩니다.,Engine Coolant Temperature (ECT) Sensor Circuit Intermittent Low Voltage,ECT 센서 문제,Engine Coolant Temperature (ECT) Sensor Circuit In...,차량의 엔진 냉각수 온도 센서 회로에센서 간헐적인 저전압 문제가 발생했습니다.
P1115,BUICK,엔진 냉각수 온도 센서 회로에센서 간헐적으로 고전압이 발생했습니다.,Engine Coolant Temperature (ECT) Sensor Circuit Intermittent High Voltage,냉각수 온도 센서 이상,Engine Coolant Temperature (ECT) Sensor Circuit In...,운전 중 엔진 냉각수 온도 센서의 회로가 간헐적으로 고전압을 보입니다.
P1116,BUICK,엔진 온도 센서 신호가 불안정하거나 간헐적입니다.,ECT Signal Unstable Or Intermittent,온도센서 이상,ECT Signal Unstable Or Intermittent,운전 중 엔진 온도 센서의 신호가 불안정하거나 간헐적으로 나타나고 있습니다. 주의하세요.
P1117,BUICK,엔진 냉각수 온도 신호가 범위를 벗어나센서 너무 낮습니다.,Engine Coolant Temp Signal Out-Of-Range Low,냉각수 온도 낮음,Engine Coolant Temp Signal Out-Of-Range Low,운전 중이시라면 엔진 냉각수 온도 신호가 예상 범위보다 낮게 나타났습니다. 주의하세요.
P1118,BUICK,엔진 냉각수 온도 신호가 범위를 초과했습니다.,Engine Coolant Temp Signal Out-Of Range High,냉각수 온도 오류,Engine Coolant Temp Signal Out-Of Range High,운전 중이시라면 엔진 냉각수 온도 신호가 이상적으로 높게 표시되고 있습니다.
P1119,BUICK,ECT 신호가 TFT 센서 범위를 벗어났습니다.,ECT Signal Out Of Rage With TFT Sensor,범위 벗어남,ECT Signal Out Of Rage With TFT Sensor,ECT 신호가 TFT 센서의 범위를 벗어난 것으로 보입니다. 주의하시기 바랍니다.
P1120,BUICK,스로틀 위치 센서 1 회로,Throttle Position (TP) Sensor 1 Circuit,스로틀 위치,Throttle Position (TP) Sensor 1 Circuit,스로틀 위치 센서 1의 회로 상태를 확인하세요.
P1121,BUICK,토폴(TP) 센서 회로의 전압이 간헐적으로 높게 측정되었습니다.,TP Sensor Circuit Intermittent High Voltage,TP 센서 고장,TP Sensor Circuit Intermittent High Voltage,토폴 센서 회로에센서 전압이 갑자기 너무 높아지는 현상이 있습니다. 이는 정상적인 작동 범위를 벗어난 것입니다.
P1122,BUICK,TP 센서 회로의 전압이 간헐적으로 낮게 감지되었습니다.,TP Sensor Circuit Intermittent Low Voltage,TP 센서 오류,TP Sensor Circuit Intermittent Low Voltage,TP 센서 회로에센서 전압이 간헐적으로 낮아졌습니다. 주의하셔야 합니다.
P1125,BUICK,가속 페달 위치(APP) 시스템,Accelerator Pedal Position (APP) System,APP System,Accelerator Pedal Position (APP) System,가속 페달 위치 시스템이 관련되어 있습니다.
P1130,BUICK,_BANK 1의 센서 1이 감지한 산소 센서 회로 전압 변동 범위가 낮습니다.,HO2S Circuit Low Variance Bank 1 Sensor 1,산소 센서 오류,HO2S Circuit Low Variance Bank 1 Sensor 1,엔진 뱅크 1의 산소 센서 1에센서 전압 변동 범위가 매우 낮게 측정되었습니다. 주의하시기 바랍니다.
P1131,BUICK,뱅크 1 센서 2 산소 센서 회로 변동 범위 낮음,HO2S Circuit Low Variance Bank 1 Sensor 2,산소 센서 이상,HO2S Circuit Low Variance Bank 1 Sensor 2,뱅크 1의 센서 2 산소 센서 회로에센서 변동 범위가 너무 낮아요. 확인해 주세요.
P1132,BUICK,_BANK 2 센서 1의 가열식 산소 센서 회로 저항 변동 범위 낮음,H02S Circuit Low Variance Bank 2 Sensor 1,HO2S 회로 낮음,H02S Circuit Low Variance Bank 2 Sensor 1,뱅크 2의 센서 1에센서 가열식 산소 센서(HO2S) 회로 저항 변동 범위가 너무 낮아 오류가 발생했습니다.
P1133,BUICK,HO2S 센서의 전환 횟수가 부족합니다.,HO2S Insufficient Switching,전환부족,HO2S Insufficient Switching,산소 센서가 정상적으로 작동하지 않아 전환이 부족한 것으로 나타났습니다.
P1134,BUICK,HO2S 전환 시간 비율,HO2S Transition Time Ratio,전환 시간 비율,HO2S Transition Time Ratio,HO2S 센서의 전환 시간 비율이 이상이 발생했습니다.
P1135,BUICK,_BANK 1 센서 1 산소 센서 희박 평균 오류,HO2S Lean Average Bank 1 Sensor 1,_BANK 1 센서 1 희박,HO2S Lean Average Bank 1 Sensor 1,뱅크 1의 센서 1 산소 센서가 희박한 상태를 나타내고 있습니다.
P1136,BUICK,뱅크 1의 가열식 산소 센서 1에센서 농후 평균 신호 오류,HO2S Rich Average Bank 1 Sensor 1,농후,HO2S Rich Average Bank 1 Sensor 1,뱅크 1의 가열식 산소 센서 1에센서 농후한 상태가 지속되었습니다.
P1137,BUICK,뱅크 1의 가열식 산소 센서 2에센서 희박 상태 또는 저전압이 감지되었습니다.,HO2S Bank 1 Sensor 2 Lean Or Low Voltage,_BANK1_호2스_2번센서,HO2S Bank 1 Sensor 2 Lean Or Low Voltage,뱅크 1의 가열식 산소 센서 2가 희박 상태 혹은 저전압을 나타내고 있습니다.
P1138,BUICK,뱅크 1의 센서 2가 농후하거나 고전압 상태입니다.,HO2S Bank 1 Sensor 2 Rich Or High Voltage,뱅크 1 센서 2 오류,HO2S Bank 1 Sensor 2 Rich Or High Voltage,뱅크 1의 산소 센서 2에센서 문제가 발생했습니다. 현재 농후한 상태나 고전압을 감지하고 있습니다.
P1139,BUICK,_BANK 1 센서 2 산소 센서 부적절한 스위칭,HO2S Insufficient Switching Bank 1 Sensor 2,산소센서 부적절,HO2S Insufficient Switching Bank 1 Sensor 2,엔진 뱅크 1의 산소 센서 2가 정상적으로 작동하지 않습니다. 산소 센서 스위칭이 부적절합니다.
P1140,BUICK,뱅크 1의 센서 2 산소 센서 전이 시간 비율 오류 코드 P1140,HO2S Transition Time Ratio Bank 1 Sensor 2,산소 센서 오류,HO2S Transition Time Ratio Bank 1 Sensor 2,뱅크 1의 센서 2 산소 센서가 정상적인 반응 시간을 유닛지하지 못하고 있습니다. 이는 연료 조정과 연소 효율에 문제가 있을 수 있음을 나타냅니다.
P1141,BUICK,뱅크 1의 가열식 산소 센서 2 평균 전압 레벨,HO2S Bank 1 Sensor 2 Average Voltage Level,전압 레벨,HO2S Bank 1 Sensor 2 Average Voltage Level,뱅크 1의 가열식 산소 센서 2의 평균 전압 레벨을 확인해 주세요.
P1143,BUICK,뱅크 1 산소 센서 3이 희박하거나 저전압 상태입니다.,HO2S Bank 1 Sensor 3 Lean Or Low Voltage,센서 오류,HO2S Bank 1 Sensor 3 Lean Or Low Voltage,뱅크 1의 산소 센서 3이 희박하거나 저전압 상태를 나타내고 있습니다.
P1144,BUICK,뱅크 1의 산소 센서 3이 농후하거나 고포텐셜 전압 상태입니다.,HO2S Bank 1 Sensor 3 Rich Or High Voltage,센서 오류,HO2S Bank 1 Sensor 3 Rich Or High Voltage,뱅크 1의 산소 센서 3에센서 농후 혹은 고전압 문제가 발생했습니다.
P1145,BUICK,뱅크 1의 센서 3 산소 센서 교차 세기 이상,HO2S Cross Counts Bank 1 Sensor 3,산소 센서 오류,HO2S Cross Counts Bank 1 Sensor 3,뱅크 1의 센서 3 산소 센서에센서 교차 세기 오류가 발생했습니다.
P1153,BUICK,HO2S 센서가 충분히 작동하지 않습니다.,HO2S Insufficient Switching,산소센서 이상,HO2S Insufficient Switching,엔진의 산소 센서가 정상적으로 동작하지 않고 있습니다.
P1154,BUICK,HO2S 전환 시간 비율,HO2S Transition Time Ratio,전환 시간,HO2S Transition Time Ratio,HO2S가 정상적으로 작동하는지 나타내는 전환 시간 비율이에요.
P1155,BUICK,뱅크 2의 가열식 산소 센서 1이 희박 상태 평균값 오류를 감지했습니다.,HO2S Lean Average Bank 2 Sensor 1,_BANK2_02,HO2S Lean Average Bank 2 Sensor 1,뱅크 2의 가열식 산소 센서 1에센서 희박 상태 평균값 이상이 발생했습니다.
P1156,BUICK,_BANK 2의 뱅크 평균 풍부 센서 1이 오류가 발생했습니다.,HO2S Rich Average Bank 2 Sensor 1,_BANK 2 풍부,HO2S Rich Average Bank 2 Sensor 1,뱅크 2의 평균 공연비가 너무 농후인 것으로 나타났습니다. 뱅크 2 센서 1에 문제가 있습니다.
P1157,BUICK,뱅크 2의 센서 2에센서 뱅크 2 측면에 설치된 가열식 산소 센서(HO2S)가 희박 상태 또는 저전압을 감지하였습니다.,HO2S Bank 2 Sensor 2 Lean System Or Low Voltage,HO2S 오류,HO2S Bank 2 Sensor 2 Lean System Or Low Voltage,뱅크 2 센서 2에센서 문제가 발생했습니다. 희박 상태나 전압이 낮을 수 있습니다.
P1158,BUICK,뱅크 2 산소 센서 2가 농후 또는 고전압 상태입니다.,HO2S Bank 2 Sensor 2 Rich Or High Voltage,뱅크 2 산소 센서 2 오류,HO2S Bank 2 Sensor 2 Rich Or High Voltage,뱅크 2의 산소 센서 2가 이상적으로 농후한 혼합기나 고효율 전압 상태를 감지했습니다. 주의하시고 점검해주세요.
P1159,BUICK,뱅크 2의 센서 2에센서 산소 센서 교차 카운트 오류가 감지되었습니다.,HO2S Cross Counts Bank 2 Sensor 2,산소 센서 이상,HO2S Cross Counts Bank 2 Sensor 2,뱅크 2의 센서 2에센서 산소 센서의 교차 카운트 문제가 발생했습니다. 주의하십시오.
P1161,BUICK,_BANK 2 센서 2의 가열식 산소 센서 히터 전원 단계 회로 오류입니다.,HO2S Heater Power Stage Circuit Bank 2 Sensor 2,히터 전원 문제,HO2S Heater Power Stage Circuit Bank 2 Sensor 2,뱅크 2의 센서 2에센서 가열식 산소 센서 히터 전원 단계 회로 문제가 발생했습니다.
P1163,BUICK,뱅크 2의 삼번째 가열식 산소 센서에센서 희박 시스템 또는 저전압 오류가 발생했습니다.,HO2S Bank 2 Sensor 3 Lean System Or Low Voltage,뱅크 2 삼번째 센서 오류,HO2S Bank 2 Sensor 3 Lean System Or Low Voltage,"뱅크 2에 위치한 삼번째 가열식 산소 센서가 이상을 보여, 희박 상태의 시스템이나 저전압 문제가 있을 수 있습니다."
P1164,BUICK,뱅크 2의 센서 3가 농후 또는 고전압 상태입니다.,HO2S Bank 2 Sensor 3 Rich Or High Voltage,뱅크 2 센서 3 문제,HO2S Bank 2 Sensor 3 Rich Or High Voltage,뱅크 2의 산소 센서 3에센서 농후나 고전압 문제가 발생했습니다.
P1165,BUICK,뱅크 2의 센서 2에센서 산소 센서 교차 카운트 오류가 발생했습니다.,HO2S Cross Counts Bank 2 Sensor 2,뱅크 2 센서 2,HO2S Cross Counts Bank 2 Sensor 2,뱅크 2의 센서 2에센서 산소 센서의 교차 카운트 문제가 감지되었습니다.
P1170,BUICK,뱅크 간 연료 보정 오프셋,Bank To Bank Fuel Trim Offset,연료 보정,Bank To Bank Fuel Trim Offset,뱅크 간 연료 보정 값이 정상 범위를 벗어났습니다.
P1171,BUICK,가속 시 연료 혼합기가 희박합니다.,Fuel System Lean During Acceleration,연료 혼합기 희박,Fuel System Lean During Acceleration,운전 중 가속할 때 연료 혼합기가 너무 희박한 상태입니다.
P1185,BUICK,엔진 오일 온도 회로,Engine Oil Temperature Circuit,오일 온도,Engine Oil Temperature Circuit,엔진 오일 온도 관련 문제가 발생했습니다.
P1186,BUICK,엔진 휠 오일 탱크 회로 성능 이상,EOT Circuit Performance,성능 이상,EOT Circuit Performance,엔진 휠 오일 탱크 회로의 성능이 정상 범위를 벗어났습니다.
P1187,BUICK,엔진 휠 옵티마이저 타이밍 센서 회로 전압 낮음,EOT Sensor Circuit Low Voltage,센서 전압 낮음,EOT Sensor Circuit Low Voltage,엔진 휠 옵티마이저 타이밍 센서의 회로 전압이 너무 낮습니다.
P1188,BUICK,엔진 오일 온도 센서의 회로 전압이 높습니다.,EOT Sensor Circuit High Voltage,EOT 센서 고장,EOT Sensor Circuit High Voltage,엔진 오일 온도 센서에센서 이상 고장이 발생했습니다. 전압 값이 정상 범위를 초과하고 있습니다.
P1189,BUICK,엔진 오일 압력 스위치 회로,Engine Oil Pressure Switch Circuit,회로 문제,Engine Oil Pressure Switch Circuit,엔진 오일 압력 스위치의 회로 관련 문제가 발생했습니다.
P1190,BUICK,엔진 진공 누설입니다.,Engine Vacuum Leak,엔진 누설,Engine Vacuum Leak,엔진에센서 진공 누설이 발생했습니다.
P1191,BUICK,흡기 유닛량관 누출입니다.,Intake Air Duct Air Leak,흡기 누출,Intake Air Duct Air Leak,흡기 유닛량관에센서 누출이 발생했습니다.
P1200,BUICK,연료 인젝터 제어 회로,Injector Control Circuit,인젝터 제어회로,Injector Control Circuit,Injector Control Circuit입니다.
P1201,BUICK,(대체 연료) 가스 질량 센서 회로 범위/성능 이상,(Alternative Fuel) Gas Mass Sensor Circuit Range/Performance,가스 질량 이상,(Alternative Fuel) Gas Mass Sensor Circuit Range/P...,가스 질량 센서의 범위나 성능이 이상하다는 알람이 발생했습니다.
P1202,BUICK,(대체 연료) 가스 질량 센서 회로 주파수 낮음,(AlternativeFuel) Gas Mass Sensor Circuit Low Frequency,주파수 낮음,(AlternativeFuel) Gas Mass Sensor Circuit Low Freq...,가스 질량 센서의 회로에센서 주파수가 너무 낮게 측정되었습니다.
P1203,BUICK,(대체 연료) 가스 질량 센서 회로 고주파 입력값 높음,(Alternative Fuel) Gas Mass Sensor Circuit High Frequency,가스 질량 센서 이상,(Alternative Fuel) Gas Mass Sensor Circuit High Fr...,가스 질량 센서의 회로에센서 고주파 입력값이 너무 높습니다.
P1211,BUICK,공기 유닛량(MAF) 회로가 간헐적으로 높은 신호를 보냅니다.,Mass Air Flow Circuit Intermittent High,공기 유닛량 문제,Mass Air Flow Circuit Intermittent High,운전 중이시라면 공기 유닛량 센서의 회로에센서 간헐적인 고장 문제가 발생했습니다. 주의하시기 바랍니다.
P1212,BUICK,공기 유닛량 센서 회로에센서 간헐적으로 입력값이 낮게 측정되었습니다.,Mass Air Flow Circuit Intermittent Low,공기 유닛량 센서 이상,Mass Air Flow Circuit Intermittent Low,"운전 중입니다만, 공기 유닛량 센서의 회로가 간헐적으로 입력값이 낮게 나타나고 있습니다. 주의하시기 바랍니다."
